,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,fmBlWFGahCxfOKLJ_2Xh5Q,kailani-shave-ice-new-milford,Kailani Shave Ice,https://s3-media2.fl.yelpcdn.com/bphoto/qA6lXJb6YpKbqfFz-S17-A/o.jpg,False,https://www.yelp.com/biz/kailani-shave-ice-new-milford?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,14,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",5.0,"{'latitude': 40.92678918496239, 'longitude': -74.0264409}","['pickup', 'delivery']",,"{'address1': '840 River Rd', 'address2': '', 'address3': None, 'city': 'New Milford', 'zip_code': '07646', 'country': 'US', 'state': 'NJ', 'display_address': ['840 River Rd', 'New Milford, NJ 07646']}",+12014029600,(201) 402-9600,24763.257397396643
11,XEDHk0k4kR625RHS-E4rnw,cha-menya-douglaston-2,Cha Menya,https://s3-media2.fl.yelpcdn.com/bphoto/gEoe0J1KWZ8WRyCMADP4pw/o.jpg,False,https://www.yelp.com/biz/cha-menya-douglaston-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,121,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.76925, 'longitude': -73.73644}","['pickup', 'delivery']",$$,"{'address1': '251-20 Northern Blvd', 'address2': '', 'address3': None, 'city': 'Douglaston', 'zip_code': '11362', 'country': 'US', 'state': 'NY', 'display_address': ['251-20 Northern Blvd', 'Douglaston, NY 11362']}",+13472354775,(347) 235-4775,21592.3783451786
12,v8y7NLCC25KY_lSbcs3UPA,maison-kintaro-new-york-2,Maison Kintaro,https://s3-media1.fl.yelpcdn.com/bphoto/RZEvRaQYDNcPjCTKM_E0tg/o.jpg,False,https://www.yelp.com/biz/maison-kintaro-new-york-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,46,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.747442163550275, 'longitude': -74.00123431589748}","['pickup', 'delivery']",,"{'address1': '401 W 24th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['401 W 24th St', 'New York, NY 10011']}",+13152304533,(315) 230-4533,4867.905808480084
13,fmf27DIVDUOZSi15gmdR-g,toribro-ramen-new-york,Toribro Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/8J1-cgQq86Sg0rGQwM5p3g/o.jpg,False,https://www.yelp.com/biz/toribro-ramen-new-york?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,100,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.7644627406818, 'longitude': -73.9875809848309}","['pickup', 'delivery']",$$,"{'address1': '366 W 52nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['366 W 52nd St', 'New York, NY 10019']}",+16469645863,(646) 964-5863,6431.043200797446
14,_ZeE-nXZqkhXUkLSyxFpEw,kinya-ramen-sushi-bar-west-orange,Kinya Ramen Sushi Bar,https://s3-media1.fl.yelpcdn.com/bphoto/dVFOQGrQC-HgtOkUN01fxw/o.jpg,False,https://www.yelp.com/biz/kinya-ramen-sushi-bar-west-orange?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,160,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.79357750278435, 'longitude': -74.25670919037611}","['pickup', 'delivery']",$$,"{'address1': '495 Prospect Ave', 'address2': 'Ste 20', 'address3': None, 'city': 'West Orange', 'zip_code': '07052', 'country': 'US', 'state': 'NJ', 'display_address': ['495 Prospect Ave', 'Ste 20', 'West Orange, NJ 07052']}",+18625201616,(862) 520-1616,25283.166377655252
15,O7b3WKYglyu_3lYxN7GXRQ,fukurou-brooklyn-new-york-2,Fukurou Brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/jOI1Wv_lDq9Xmr8gOQ-M7A/o.jpg,False,https://www.yelp.com/biz/fukurou-brooklyn-new-york-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,36,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.70154, 'longitude': -73.92694}","['pickup', 'delivery']",,"{'address1': '105 Wilson Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['105 Wilson Ave', 'New York, NY 11237']}",+13472401637,(347) 240-1637,4449.987397019463
16,wn2hypGElZVfuKr6fkZh0A,ni-ramen-lynbrook,Ni Ramen,https://s3-media4.fl.yelpcdn.com/bphoto/7jDmAYUh62NQVb6fsJBtXw/o.jpg,False,https://www.yelp.com/biz/ni-ramen-lynbrook?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,70,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.65683, 'longitude': -73.67183}","['pickup', 'delivery']",$$,"{'address1': '2 Broadway', 'address2': None, 'address3': '', 'city': 'Lynbrook', 'zip_code': '11563', 'country': 'US', 'state': 'NY', 'display_address': ['2 Broadway', 'Lynbrook, NY 11563']}",+15168128833,(516) 812-8833,26512.988568402594
17,ubCFsHLAG_xZupEbCny7vA,beat-mazesoba-queens-2,Beat Mazesoba,https://s3-media1.fl.yelpcdn.com/bphoto/Q5gSbrk3NcJLcTTqenfRzQ/o.jpg,False,https://www.yelp.com/biz/beat-mazesoba-queens-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,343,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,"{'latitude': 40.76263, 'longitude': -73.80405}","['pickup', 'delivery']",$$,"{'address1': '161-23 Crocheron Ave', 'address2': None, 'address3': '', 'city': 'Queens', 'zip_code': '11358', 'country': 'US', 'state': 'NY', 'display_address': ['161-23 Crocheron Ave', 'Queens, NY 11358']}",+17187990251,(718) 799-0251,16001.4768679081
18,XOUhjDQ4nRn8-u-79MHFww,kohoku-ku-ramen-new-york-2,Kohoku-Ku Ramen,https://s3-media3.fl.yelpcdn.com/bphoto/qF5VXpHBTb_4jFQ2Wl3o-Q/o.jpg,False,https://www.yelp.com/biz/kohoku-ku-ramen-new-york-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,213,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.76265, 'longitude': -73.9899}","['pickup', 'delivery']",$$,"{'address1': '709 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['709 9th Ave', 'New York, NY 10019']}",+16464787886,(646) 478-7886,6260.710760332689
19,rWoxkBQ1HUEG0Wkl0m-0oQ,kiko-ramen-garden-city-south,kiko Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/Ddr8mqbBbusYHftGQbnf5g/o.jpg,False,https://www.yelp.com/biz/kiko-ramen-garden-city-south?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,149,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.71661, 'longitude': -73.661247}","['pickup', 'delivery']",$$,"{'address1': '361 Nassau Blvd', 'address2': None, 'address3': '', 'city': 'Garden City South', 'zip_code': '11530', 'country': 'US', 'state': 'NY', 'display_address': ['361 Nassau Blvd', 'Garden City South, NY 11530']}",+15163079211,(516) 307-9211,26824.402769950648
20,jpUSESI6aJs0nYixt87QEA,bedford-gardens-restaurant-brooklyn-2,Bedford Gardens Restaurant ,https://s3-media2.fl.yelpcdn.com/bphoto/z1aAset-FDhsppfBFB5E0A/o.jpg,False,https://www.yelp.com/biz/bedford-gardens-restaurant-brooklyn-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,43,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.71859823882674, 'longitude': -73.95708234467799}","['pickup', 'delivery']",$$,"{'address1': '172 Bedford Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['172 Bedford Ave', 'Brooklyn, NY 11249']}",+13478449008,(347) 844-9008,2267.3100159586484
21,lN5tiN-4eBNeh8F0zcI6Hw,fuyu-ramen-sunnyside-2,Fuyu Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/CZVUqtXiGTp-EnHKNp1hZA/o.jpg,False,https://www.yelp.com/biz/fuyu-ramen-sunnyside-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,205,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.7434146, 'longitude': -73.9182384}","['pickup', 'delivery']",$$,"{'address1': '4617 Queens Blvd', 'address2': '', 'address3': None, 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['4617 Queens Blvd', 'Sunnyside, NY 11104']}",+17187862200,(718) 786-2200,6553.478868667188
22,00knD0qT1obuq3cJ-lWcIw,shinjuku-ramen-new-york-2,Shinjuku Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/O6Lqei4dt3fRC5AxsVqEpw/o.jpg,False,https://www.yelp.com/biz/shinjuku-ramen-new-york-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,93,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.76326, 'longitude': -73.97706}","['pickup', 'delivery']",$$,"{'address1': '58 W 56th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['58 W 56th St', 'New York, NY 10019']}",+19173882246,(917) 388-2246,6267.042970653604
23,VtggWCbWjP4-KeEZqS2-RQ,7-doors-down-ramen-co-bloomfield,7 Doors Down Ramen  Co,https://s3-media3.fl.yelpcdn.com/bphoto/mqPXCd-jE068FzedjNG1pQ/o.jpg,False,https://www.yelp.com/biz/7-doors-down-ramen-co-bloomfield?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,91,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.7920231, 'longitude': -74.1990587}","['pickup', 'delivery']",$$,"{'address1': '273 Glenwood Ave', 'address2': None, 'address3': '', 'city': 'Bloomfield', 'zip_code': '07003', 'country': 'US', 'state': 'NJ', 'display_address': ['273 Glenwood Ave', 'Bloomfield, NJ 07003']}",+18565439480,(856) 543-9480,20799.008746936906
24,icpLRhJ1jpBX1zBGkt7Xqg,teppen-ramen-new-york-2,Teppen Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/frrduvlt8I9zSYGB_xeBdA/o.jpg,False,https://www.yelp.com/biz/teppen-ramen-new-york-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,565,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.75929, 'longitude': -73.96879}","['pickup', 'delivery']",$$,"{'address1': '159 E 55th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['159 E 55th St', 'New York, NY 10022']}",+12123552974,(212) 355-2974,5879.685309041569
25,C69uTzoWFaIWcpnYf2LbRw,rokc-new-york,ROKC,https://s3-media2.fl.yelpcdn.com/bphoto/KG1VYmIBe2-QwLmL4DJzsg/o.jpg,False,https://www.yelp.com/biz/rokc-new-york?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,507,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.8235051, 'longitude': -73.9522425}","['pickup', 'delivery']",$$,"{'address1': '3452 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['3452 Broadway', 'New York, NY 10031']}",+13322178755,(332) 217-8755,13160.681483835877
26,CJaOSBUYSQAJy7p0QVkkrA,menya-and-izakaya-brooklyn-2,Menya & Izakaya,https://s3-media4.fl.yelpcdn.com/bphoto/T71bjckaoAq_TeZHwT7lNw/o.jpg,False,https://www.yelp.com/biz/menya-and-izakaya-brooklyn-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,75,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 40.6712, 'longitude': -73.98444}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '369 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['369 5th Ave', 'Brooklyn, NY 11215']}",+13473350629,(347) 335-0629,4006.0246665954305
27,dgU5NoylJVJ5rDZY_PezkA,blackbeard-ramen-cliffside-park-2,Blackbeard Ramen,https://s3-media2.fl.yelpcdn.com/bphoto/9FWAukZk-ZLPUTa0kwcwFg/o.jpg,False,https://www.yelp.com/biz/blackbeard-ramen-cliffside-park-2?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,596,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.8243589123235, 'longitude': -73.9876905320009}","['pickup', 'delivery']",$$,"{'address1': '607 Gorge Rd', 'address2': '', 'address3': '', 'city': 'Cliffside Park', 'zip_code': '07010', 'country': 'US', 'state': 'NJ', 'display_address': ['607 Gorge Rd', 'Cliffside Park, NJ 07010']}",+12019438003,(201) 943-8003,13071.81150430615
28,q_ELk5x-d9K05HcAjLYYdg,8-ramen-rockville-centre,8 Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/pYQVuYxW-kx38DtPpxOeew/o.jpg,False,https://www.yelp.com/biz/8-ramen-rockville-centre?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,369,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 40.6555118175218, 'longitude': -73.6454229801893}",['delivery'],$$,"{'address1': '17 S Park Ave', 'address2': '', 'address3': None, 'city': 'Rockville Centre', 'zip_code': '11570', 'country': 'US', 'state': 'NY', 'display_address': ['17 S Park Ave', 'Rockville Centre, NY 11570']}",+15166328288,(516) 632-8288,28720.33186368995
29,_F29-1dkiBmDPSaKQ9_O0Q,hakata-tonton-new-york-7,Hakata Tonton,https://s3-media3.fl.yelpcdn.com/bphoto/b7TR_0gULGWB76o7TD0Bhw/o.jpg,False,https://www.yelp.com/biz/hakata-tonton-new-york-7?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,118,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.749981, 'longitude': -73.985719}",[],,"{'address1': '35 W 35th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['35 W 35th St', 'New York, NY 10001']}",+19172616536,(917) 261-6536,4812.095133032578
30,xtxcAUvrD4dWHJd0cwvW1A,jeju-noodle-bar-new-york,JeJu Noodle Bar,https://s3-media2.fl.yelpcdn.com/bphoto/grYU8HjlM-6dSTgW27rhAQ/o.jpg,False,https://www.yelp.com/biz/jeju-noodle-bar-new-york?adjust_creative=9BAjizMPYaYyhAnCCDAymA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9BAjizMPYaYyhAnCCDAymA,908,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.73304, 'longitude': -74.00734}",['delivery'],$$,"{'address1': '679 Greenwich St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['679 Greenwich St', 'New York, NY 10014']}",+16466660947,(646) 666-0947,3740.0330856516093
